Sex	Name	Origin	Meaning	Source
M	Simple	Shakespearean	'The Merry Wives of Windsor' Servant to Slender.	source1
M	Simpson	Hebrew	Son of Simon.	source1
M	Sim	Scottish	Listener.	source1
M	Simson	Hebrew	Son of Simon.	source1
M	Simson	Swedish	Son of Samuel 'heard'.	source1
M	Simun	Hebrew	He (God) has heard	source2
M	Sinai	Biblical	A bush, enmity.	source1
M	Sinai	Hebrew	From the clay desert.	source1
M	Sinan	Turkish	spearhead	source2
M	Sin	Biblical	Bush.	source1
M	Sincere	Latin	sincere	source2
M	Sinclaire	English	St. Clair.	source1
M	Sinclaire	French	St. Clair.	source1
M	Sinclair	English	St. Clair.	source1
M	Sinclair	French	St. Clair.	source1
M	Sinclair	Latin	Hard working.	source1
M	Sinclair	Old French	 	source2
M	Sinclair	Scottish	Bright; clear.  From Saint Clair sur Elle.  Famous Bearer:  writer Sinclair Lewis (1885-1951).	source1
M	Sindre	Old Norse	 	source2
M	Sindri	Norse	A mythical dwarf.	source1
M	Sindri	Old Norse	 	source2
M	Sinfiotli	Norse	Son of Siggeir.	source1
M	Sinim	Biblical	South country,.	source1
M	Sinisa	Slavic	 	source2
M	Sinjin	English	St. John.	source1
M	Sinjin	French	St. John.	source1
M	Sinley	Anglo-Saxon	Friendly.	source1
M	Sinnoch	Welsh	Legendary son of Seithved.	source1
M	Sinon	Biblical	A breast-plate, deliverance.	source1
M	Sinon	Greek	Convinced the Trojans to pull the horse inside the city walls.	source1
M	Sinon	Hebrew	Gift from God.	source1
M	Sinon	Latin	A Trojan soldier.	source1
M	Siodhachan	Irish	Little peaceful one.	source1
M	Siolat	Gaelic	Teal duck.	source1
M	Siomon	Hebrew	Obedient.	source1
M	Sion	Biblical	Noise, tumult.	source1
M	Sione	Hebrew	Yahweh is gracious	source2
M	Sion	Welsh	Welsh form of John 'God is gracious'.	source1
M	Sior	Welsh	Welsh form of George 'farmer'.	source1
M	Sippai	Biblical	Threshold, silver cup.	source1
M	Siraaj	Muslim	Variant of Siraj: Lamp. Light..	source1
M	Siraj	Muslim	Lamp. Light..	source1
M	Sirhaan	Muslim	Variant of Sirhan: Wolf..	source1
M	Sirhan	Muslim	Wolf..	source1
M	Sirius	Old Greek	 	source2
M	Siro	Old Greek	 	source2
M	Sisamai	Biblical	House, blindness.	source1
M	Siseal	Latin	Blind.	source1
M	Sisera	Biblical	That sees a horse or a swallow.	source1
M	Sissie	English	Diminutive of Christie: Diminutives of any masculine or feminine name begining with Christ-, for example Christahel, Christian, or Christopher.	source1
M	Sissy	English	Diminutive of Christie: Diminutives of any masculine or feminine name begining with Christ-, for example Christahel, Christian, or Christopher.	source1
M	Sisto	Old Greek	 	source2
M	Sisyphus	Greek	Son of Aelous.	source1
M	Sisyphus	Latin	Son of Aeolus.	source1
M	Sitnah	Biblical	Hatred.	source1
M	SIuaghan	Gaelic	Warrior.	source1
M	Sivan	Biblical	A bush or thorn.	source1
M	Sivert	Old Norse	Words: victory / guard, defender	source2
M	Siv	Norse	Victorious defender.	source1
M	Siward	Shakespearean	'The Tragedy of Macbeth' Siward, Earl of Northumberland, general of the English forces. Also Young Siward, his son.	source1
M	Siwili	NativeAmerican	Tail of the fox.	source1
M	Sixten	Old Norse	Words: victory / stone	source2
M	Sixtus	Latin	Bom sixth.	source1
M	Sixtus	Old Greek	 	source2
M	Skagi	Norse	Son of Skopta.	source1
M	Skah	NativeAmerican	White (Sioux).	source1
M	Skanda	Indian	God of war.	source1
M	Skeat	English	Swift.	source1
M	Skeet	English	Swift.	source1
M	Skelley	Gaelic	Storyteller.	source1
M	Skelly	Gaelic	Storyteller.	source1
M	Skelton	English	From the estate on the ledge.	source1
M	Skender	Old Greek	he who wards off (other) men, defender of men	source2
M	Skene	Scottish	From Skene.	source1
M	Skete	English	Swift.	source1
M	Sketes	English	Swift.	source1
M	Skippere	English	Captain.	source1
M	Skipper	English	Captain.	source1
M	Skipton	English	From the sheep estate.	source1
M	Skye	English	Refers to the Scottish Isle of Skye; a nature name referring to the sky.	source1
M	Skyelar	English	Phonetic spelling of Schuyler.	source1
M	Skylar	Dutch	student, scholar	source2
M	Skylar	English	Phonetic spelling of Schuyler.	source1
M	Skyler	Dutch	student, scholar	source2
M	Skyler	English	Phonetic spelling of Schuyler.	source1
M	Skylor	English	Phonetic spelling of Schuyler.	source1
M	Slade	English	From the valley.	source1
M	Slade	Old English	valley	source2
M	Slaed	English	From the valley.	source1
M	Slamet	Arabic	peace, security	source2
M	Slansky	Czechoslovakian	Salt.	source1
M	Slaton	English	From the valley farm.	source1
M	Slava	Slavic	Glory.	source1
M	Slaven	Gaelic	Mountain.	source1
M	Slavik	Russian	Glory.	source1
M	Slavik	Slavic	Military glory.	source1
M	Slavin	Gaelic	Mountain.	source1
M	Slavko	Slavic	 	source2
M	Slavochka	Slavic	Glory.	source1
M	Slavoljub	Slavic	 	source2
M	Slayton	English	From the valley farm.	source1
M	Slean	Anglo-Saxon	Strikes.	source1
M	Slecg	Anglo-Saxon	Hammer.	source1
M	Slender	Shakespearean	'The Merry Wives of Windsor' Cousin to Shallow.	source1
M	Sleven	Gaelic	Mountain.	source1
M	Slevin	Gaelic	Mountain.	source1
M	Slevyn	Gaelic	Mountain.	source1
M	Sloan	Celtic	Fighter.	source1
M	Sloane	Celtic	Fighter.	source1
M	Sloane	Gaelic	Warrior.	source1
M	Sloan	Gaelic	Warrior.	source1
M	Sloan	Scottish	Fighter; warrior. Surname.	source1
M	Slobodan	Slavic	 	source2
M	Sly	Shakespearean	'King Richard III' Christopher Urswick, a priest. 'The Taming of the Shrew' Christopher Sly, a tinker.	source1
M	Smedley	English	From the flat meadow.	source1
M	Smedt	Dutch	Smith.	source1
M	Smetheleah	English	From the flat meadow.	source1
M	Smid	Dutch	Smith.	source1
M	Smit	Dutch	Smith.	source1
M	Smith	English	Tradesman.	source1
M	Smith	Shakespearean	'Henry VI, Part 2' Smith the Weaver.	source1
M	Smyrna	Biblical	Myrrh.	source1
M	Smythe	English	Tradesman.	source1
M	Smyth	English	Tradesman.	source1
M	Snare	Shakespearean	'King Henry IV, Part 2' A sheriff's officer.	source1
M	Sneferu	Egyptian	Name of a pharaoh.	source1
M	Snell	Anglo-Saxon	Nold.	source1
M	Snorre	Old Norse	maybe attack	source2
M	Snorri	Old Norse	maybe attack	source2
M	Snout	Shakespearean	A Midsummer Night's Dream' Snout, a tinker, acts as Wall in the play within the play.	source1
M	Snowden	English	From the snowy hill.	source1
M	Snug	Shakespearean	A Midsummer Night's Dream' Snug, a joiner. Acts as Lion in the play within the play.	source1
M	Soan	Unknown	 	source2
M	Sobah	Muslim	Variant of Sabah: Morning. Bright..	source1
M	So	Biblical	A measure for grain, vail.	source1
M	Sobieslaw	Old Slavic	Words: usurp / fame, glory, Slav	source2
M	Sobk	Egyptian	God worshipped in Faiyum.	source1
M	Socoh	Biblical	Tents, tabernacles.	source1
M	Socrate	Old Greek	Words: safe / power	source2
M	Socrates	Greek	Name of a philosopher.	source1
M	Sodi	Biblical	My secret.	source1
M	Sodom	Biblical	Their secret, their cement.	source1
M	Soeren	Latin	the severe	source2
M	Sofian	Arabic	 	source2
M	Sofiane	Arabic	maybe pure	source2
M	Sohan	Unknown	 	source2
M	Sohrab	Persian	Name of a hero.	source1
M	Sokol	Unknown	falcon	source2
M	Sokrates	Old Greek	Words: safe / power	source2
M	Solal	Unknown	 	source2
M	Solanio	Shakespearean	'The Merchant of Venice' Friend to Antonio and Bassanio.	source1
M	Sol	Hebrew	Peace. Variant of Shalom. In the bible Solomon (son of David and Bathsheba) succeeded his father as king of Israel and wrote Proverbs; Ecclesiastes and the Song of Solomon.	source1
M	Solideo	Latin	only for God	source2
M	Solinus	Shakespearean	'The Comedy of Errors' Duke of Ephesus.	source1
M	Sol	Latin	Sun.	source1
M	Solly	Hebrew	Diminutive of Solomon: Peace.	source1
M	Solomon	Biblical	'Peaceable, perfect, one who recompenses'	source1
M	Solomon	Hebrew	Peace.  Variant of Shalom.  In the bible Solomon (son of David and Bathsheba) succeeded his father as king of Israel and wrote Proverbs; Ecclesiastes and the Song of Solomon.	source1
M	Solomon	Hebrew	the peaceful	source2
M	Sölvi	Old Norse	Words: sun / devoted, sanctuary	source2
M	Soma	Hungarian	Horn.	source1
M	Soma	Unknown	 	source2
M	Somer	French	Bom in summer.	source1
M	Somerled	Gaelic	Asked of God.	source1
M	Somerset	English	From the summer settlers.	source1
M	Somerset	Shakespearean	'Henry VI, Part 2' and 'King Henry the Sixth, Part III' Duke of Somerset.	source1
M	Somerton	English	From the summer estate.	source1
M	Somerville	French	From the summer estate.	source1
M	Somerville	Shakespearean	'King Henry the Sixth, Part III' Sir John Somerville.	source1
M	Somhairle	Gaelic	Asked of God.	source1
M	Somnus	Latin	Sleep.	source1
M	Sondre	Unknown	 	source2
M	Songaa	NativeAmerican	Strong.	source1
M	Song	Mandarin	pine tree	source2
M	Sonnie	English	Son. A nickname and given name.	source1
M	Sonny	English	Son. A nickname and given name.	source1
M	Sonny	English	 	source2
M	Soofi	Muslim	Variant of Sufi: Islamic mystic..	source1
M	Sopater	Biblical	Who defends the father	source1
M	Sophereth	Biblical	'Scribe, numbering'	source1
M	Sophus	Old Greek	wise	source2
M	Sora	Japanese	sky, blue sky	source2
M	Sorek	Biblical	Vine, hissing, a color inclining to yellow.	source1
M	Sorel	French	Reddish brown hair.	source1
M	Soren	Danish	Danish form of Thor.	source1
M	Soren	French	Reddish brown hair.	source1
M	Soren	Latin	the severe	source2
M	Sören	Latin	the severe	source2
M	Soren	Scandinavian	Strict. Variant of Severin; a saint's name.	source1
M	Soren	Swedish	Reddish brown hair.	source1
M	Sorin	Unknown	Words: sun	source2
M	Sorley	Irish	Viking.	source1
M	Soroush	Persian	Happiness.	source1
M	Sorrell	French	Reddish brown hair.	source1
M	Sosipater	Biblical	Who defends the father	source1
M	Sosthène	Old Greek	maybe safe in strength	source2
M	Sosthenes	Biblical	'Savior, strong, powerful'	source1
M	Sotai	Biblical	Conclusion in pleading, binding.	source1
M	Sota	Japanese	Words: make music / great, excellent, thick	source2
M	Sota	Japanese	Words: suddenly, smoothly / great, excellent, thick	source2
M	Sota	Japanese	Words: sun, sunshine / great, excellent, thick	source2
M	Soterios	Greek	Savior.	source1
M	Soufiane	Arabic	 	source2
M	Souleymane	Hebrew	the peaceful	source2
M	Souma	Japanese	Words: suddenly, smoothly / true, reality, genuineness	source2
M	Souta	Japanese	Words: make music / great, excellent, thick	source2
M	Souta	Japanese	Words: suddenly, smoothly / great, excellent, thick	source2
M	Souta	Japanese	Words: sun, sunshine / great, excellent, thick	source2
M	Southwell	English	From the south spring.	source1
M	Southwell	Shakespearean	'Henry VI, Part 2' John Southwell, a priest.	source1
M	Sowi'ngwa	NativeAmerican	Black - tailed deer (Hopi).	source1
M	Spain	Biblical	Rare, precious.	source1
M	Spalding	English	From the split meadow.	source1
M	Spangler	German	Tinsmith.	source1
M	Sparke	English	Gallant.	source1
M	Spark	English	Gallant.	source1
M	Spartaco	Latin	from Sparta	source2
M	Spartacus	Latin	from Sparta	source2
M	Spartakus	Latin	from Sparta	source2
M	Spear	English	Spear.	source1
M	Sped	English	Success.	source1
M	Speed	English	Success.	source1
M	Speed	Shakespearean	'Two Gentlemen of Verona' A clownish servant to Valentine.	source1
M	Spelding	English	From the split meadow.	source1
M	Spence	English	Dispenser; provider.	source1
M	Spencer	English	Keeper of provisions.  Famous Bearer:  actor Spencer Tracy (1900-1967).	source1
M	Spencer	Old French	dispenser of provisions	source2
M	Spengler	German	Tinsmith.	source1
M	Spenser	English	Dispenser; provider.	source1
M	Spenser	Old French	dispenser of provisions	source2
M	Spere	English	Spear.	source1
M	Spike	English	 	source2
M	Spiridon	Old Greek	spirit	source2
M	Spiros	Old Greek	spirit	source2
M	Sprague	Teutonic	Alert.	source1
M	Sproule	English	Active.	source1
M	Sproul	English	Active.	source1
M	Sprowle	English	Active.	source1
M	Spurius	Latin	A hero who saved Rome.	source1
M	Spyridon	Greek	Round basket.	source1
M	Spyridon	Old Greek	spirit	source2
M	Spyros	Old Greek	spirit	source2
M	Squier	English	Shieldbearer.	source1
M	Squire	English	Shieldbearer.	source1
M	Sruthair	Irish	From the stream.	source1
M	Sruthan	Irish	Poet.	source1
M	Stacey	English	Productive. Abbreviation of Eustace.	source1
M	Stacey	Greek	Diminutive of Eustace: Fruitful, productive. Famous bearer: St Eustace (Eustachins) was a martyred 2nd century Roman soldier.	source1
M	Stacey	Old Greek	Words: good, well	source2
M	Stachys	Biblical	Spike or ear of corn.	source1
M	Stacy	English	Productive. Abbreviation of Eustace.	source1
M	Stacy	Greek	Diminutive of Eustace: Fruitful, productive. Famous bearer: St Eustace (Eustachins) was a martyred 2nd century Roman soldier.	source1
M	Stacy	Latin	Dependable.	source1
M	Stacy	Old Greek	Words: good, well	source2
M	Staeey	Latin	Dependable.	source1
M	Staerling	English	A bird.	source1
M	Staffan	Swedish	Swedish form of Stephen 'crowned with laurels'.	source1
M	Staffen	Greek	Victorious.	source1
M	Stafford	English	From the landing ford; ford by a landing-stage.  Also a place name.	source1
M	Stafford	Shakespearean	'Henry VI, Part 2' Sir Humphrey Stafford. Also William Stafford, his brother. 'King Henry the Sixth, Part III' Lord Stafford.	source1
M	St. Alban	English	From St. Alban.	source1
M	Stamford	English	From the stony ford.	source1
M	Stamitos	Greek	Enduring.	source1
M	Stanbeny	English	From the stone fortress.	source1
M	Stanburh	English	From the stone fortress.	source1
M	Stanbury	English	From the stone fortress.	source1
M	StancIyf	English	From the rocky diff.	source1
M	Stancliff	English	From the rocky diff.	source1
M	Standish	English	From the stony park.	source1
M	Stands	Czechoslovakian	Camp glory.	source1
M	Stanedisc	English	From the stony park.	source1
M	Stan	English	Diminutive of Stanley: Stony field; lives by the stony grove.	source1
M	Stanfeld	English	From the stony field.	source1
M	Stanfield	English	From the stony field.	source1
M	Stanford	English	Stony ford; stony meadow.  Surname.	source1
M	Stanhope	English	From the stony hollow.	source1
M	Stanhop	English	From the stony hollow.	source1
M	Stanimir	Old Slavic	Words: strength, firmness / peace	source2
M	Stanislao	Old Slavic	Words: strength, firmness / fame, glory, Slav	source2
M	Stanislas	Old Slavic	Words: strength, firmness / fame, glory, Slav	source2
M	Stanislas	Polish	Glorious camp.	source1
M	Stanislas	Slavic	Military glory.	source1
M	Stanislaus	Old Slavic	Words: strength, firmness / fame, glory, Slav	source2
M	Stanislaus	Polish	Variant of Stanislas: Glorious camp.	source1
M	Stanislaus	Slavic	Military glory.	source1
M	Stanislav	Czechoslovakian	Camp glory.	source1
M	Stanislav	Old Slavic	Words: strength, firmness / fame, glory, Slav	source2
M	Stanislav	Slavic	Military glory.	source1
M	Stanislaw	Old Slavic	Words: strength, firmness / fame, glory, Slav	source2
M	Stanislov	Russian	Glory.	source1
M	Stanko	Old Slavic	Words: strength, firmness / fame, glory, Slav	source2
M	Stanley	English	Stony field; lives by the stony grove.	source1
M	Stanley	Old English	stone clearing, stone meadow	source2
M	Stanley	Shakespearean	'Henry VI, Part 2' Sir John Stanley. 'King Henry the Sixth, Part III' Sir William Stanley. 'King Richard III' Lord Stanley, called also Earl of Derby.	source1
M	Stanly	English	Lives by the stony grove.	source1
M	Stannes	Slavic	Military glory.	source1
M	Stan	Old English	stone clearing, stone meadow	source2
M	Stanton	English	Stony meadow. Surname.	source1
M	Stantun	English	From the stony farm.	source1
M	Stanway	English	Lives by the stony road.	source1
M	Stanweg	English	Lives by the stony road.	source1
M	Stanwic	English	From the stony village.	source1
M	Stanwick	English	From the stony village.	source1
M	Stanwik	English	From the stony village.	source1
M	Stanwode	English	From the stony forest.	source1
M	Stanwood	English	From the stony forest.	source1
M	Stanwyk	English	From the stony village.	source1
M	Starbuck	English	Star deer.	source1
M	Starling	English	A bird.	source1
M	Starr	English	Star.	source1
M	Starveling	Shakespearean	A Midsummer Night's Dream' Starveling, a tailor, acts as Moonshine in the play within the play.	source1
M	Stasio	Slavic	Stand of glory.	source1
M	Stas	Slavic	Military glory.	source1
M	Staunton	English	From the stony farm.	source1
M	Stavros	Greek	Victorious.	source1
M	Stavros	Old Greek	cross	source2
M	Steadman	Anglo-Saxon	Dwells at the farm.	source1
M	Steafan	Greek	Victorious.	source1
M	Steaphan	Gaelic	Crown; wreath. Variant of Stephen.	source1
M	Stearc	Anglo-Saxon	Severe.	source1
M	Stearn	English	Austere.	source1
M	Steathford	English	From the landing ford.	source1
M	Stedeman	English	Owns a farm.	source1
M	Stedman	Anglo-Saxon	Dwells at the farm.	source1
M	Stedman	English	Owns a farm.	source1
M	Steele	English	Hard; durable.	source1
M	Steenie	Greek	Diminutive of Stephen: Crown; victorious.	source1
M	Steen	Old Norse	Words: stone	source2
M	Steen	Teutonic	Stone.	source1
M	Steeven	Old Greek	the crowned	source2
M	Steevy	Old Greek	the crowned	source2
M	Stefaan	Old Greek	the crowned	source2
M	Stéfane	Old Greek	the crowned	source2
M	Stefan	German	Crown; wreath. Variant of Stephen.	source1
M	Stefan	Greek	Victorious.	source1
M	Stefano	Greek	Victorious.	source1
M	Stefano	Italian	Italian form of Stephen 'crowned with laurels'.	source1
M	Stefan	Old Greek	the crowned	source2
M	Stefán	Old Greek	the crowned	source2
M	Stefano	Old Greek	the crowned	source2
M	Stefanos	Greek	Victorious.	source1
M	Stefano	Spanish	Crown of laurels.	source1
M	Stefan	Polish	Crown.	source1
M	Stefan	Russian	Russian form of Stephen 'crowned with laurels'.	source1
M	Stefan	Scandinavian	Crown; wreath. Variant of Stephen.	source1
M	Stefan	Slavic	Crown; wreath. Variant of Stephen.	source1
M	Stefan	Swedish	Swedish form of Stephen 'crowned with laurels'.	source1
M	Stefanus	Old Greek	the crowned	source2
M	Steffan	Welsh	Crown; wreath. Variant of Stephen.	source1
M	Steffen	Old Greek	the crowned	source2
M	Steffen	Welsh	Crown; wreath. Variant of Stephen.	source1
M	Steffon	Welsh	Crown; wreath. Variant of Stephen.	source1
M	Stefford	English	Crown; wreath. From biblical Stephen, the first Christian martyr. Surname.	source1
M	Stefford	Greek	Crown; wreath. In the bible Stephen was the first Christian martyr. Surname.	source1
M	Stefn	Anglo-Saxon	Stem.	source1
M	Stef	Old Greek	the crowned	source2
M	Stefon	English	Crown; wreath. From biblical Stephen, the first Christian martyr.	source1
M	Stefon	Greek	Crown; wreath. In the bible Stephen was the first Christian martyr.	source1
M	Steinar	Old Norse	Words: stone / spear	source2
M	Steiner	German	Sone.	source1
M	Stein	German	Stone.	source1
M	Stein	Old Norse	Words: stone	source2
M	Stejn	Old Norse	Words: stone	source2
M	Stellario	Latin	 	source2
M	Stem	English	Austere.	source1
M	Sten	Old Norse	Words: stone	source2
M	Sten	Swedish	Stone.	source1
M	Sten	Teutonic	Stone.	source1
M	Stepan	Anglo-Saxon	Exalts.	source1
M	Stepan	Old Greek	the crowned	source2
M	Stepán	Old Greek	the crowned	source2
M	Stephanas	Biblical	Crown; crowned	source1
M	Stéphane	Old Greek	the crowned	source2
M	Stephan	French	Crown; wreath. Variant of Stephen.	source1
M	Stephano	Greek	Victorious.	source1
M	Stephano	Italian	Crown; wreath. Variant of Stephen.	source1
M	Stephan	Old Greek	the crowned	source2
M	Stephanos	Greek	Crown; wreath. Variant of Stephen.	source1
M	Stephano	Shakespearean	'The Merchant of Venice' Servant to Porita. 'The Tempest' A drunken butler.	source1
M	Stephan	Russian	Russian form of Stephen 'crowned with laurels'.	source1
M	Stephen	Biblical	Crown; crowned	source1
M	Stephen	English	Crown; wreath. In the bible Stephen was the first Christian martyr.	source1
M	Stephen	Greek	Crown; victorious.	source1
M	Stephen	Old Greek	the crowned	source2
M	Stephen	Shakespearean	'King Richard The Second' Sir Stephen Scroop.	source1
M	Stephenson	English	Crown; wreath. From biblical Stephen, the first Christian martyr.	source1
M	Stephenson	Greek	Crown; wreath. In the bible Stephen was the first Christian martyr. Surname.	source1
M	Stephon	English	Crown; wreath. From biblical Stephen, the first Christian martyr.	source1
M	Stephon	Greek	Crown; wreath. In the bible Stephen was the first Christian martyr.	source1
M	Stephon	Old Greek	the crowned	source2
M	Stepka	Russian	Russian form of Stephen 'crowned with laurels'.	source1
M	Sterling	English	Of high quality; pure. Also variant of a name given pre-medieval refiners of silver meaning 'easterner'. Surname.	source1
M	Sterling	German	Of high quality; pure. Also variant of a name given pre-medieval refiners of silver meaning 'easterner'. Surname.	source1
M	Sterling	Old English	little star	source2
M	Sterlyn	English	Of high quality; pure. Also variant of a name given pre-medieval refiners of silver meaning easterner.	source1
M	Sterlyn	German	Of high quality; pure. Also variant of a name given pre-medieval refiners of silver meaning 'easterner'. Surname.	source1
M	Sterne	English	Austere.	source1
M	Stetson	Unknown	 	source2
M	Stevan	English	Variant of Stephen 'Crown; wreath.'.	source1
M	Steve	English	Abbreviation of Steven and Stephen often used as an independent name. Stevie is also used for girls.	source1
M	Steve	Greek	Diminutive of Stephen: Crown; victorious.	source1
M	Steven	English	Variant of Stephen 'Crown; wreath.'.	source1
M	Steven	Greek	Variant of Stephen: Crown; victorious.	source1
M	Steven	Old Greek	the crowned	source2
M	Stevenson	English	Variant of Stephen 'Crown; wreath.'.	source1
M	Steve	Old Greek	the crowned	source2
M	Steverino	Greek	Victorious.	source1
M	Stevie	English	Abbreviation of Steven and Stephen often used as an independent name. Stevie is also used for girls.	source1
M	Stevie	Greek	Diminutive of Stephen: Crown; victorious.	source1
M	Stevie	Old Greek	the crowned	source2
M	Stevon	English	Variant of Stephen 'Crown; wreath.'.	source1
M	Stevyn	English	Variant of Stephen 'Crown; wreath.'.	source1
M	Steward	English	Bailiff.	source1
M	Stewart	Anglo-Saxon	Steward.	source1
M	Stewart	English	Bailiff.	source1
M	Stewart	Old English	guardian of the home	source2
M	Stewart	Scottish	Steward. A medieval steward was charged with the care of castle and estate affairs. Also a variant of Stuart (the royal house of Scotland from the 14th to the 18th century).  Surname.	source1
M	Stewert	Anglo-Saxon	Steward.	source1
M	Stewert	English	Bailiff.	source1
M	Stew	Scottish	Diminutive of Stuart: Steward.	source1
M	Steyn	Old Norse	Words: stone	source2
M	Stiabhan	Gaelic	Gaelic form of Stepher.	source1
M	Stiafen	Old Greek	the crowned	source2
M	Stian	Old Norse	 	source2
M	Stig	Old Norse	 	source2
M	Stigols	English	Stiles.	source1
M	Stig	Swedish	From the mount.	source1
M	Stig	Teutonic	Mount.	source1
M	Stijn	Old Norse	Words: stone	source2
M	Stiles	English	Stiles.	source1
M	Stille	Dutch	Silent.	source1
M	Stilleman	English	Quiet.	source1
M	Stillman	Anglo-Saxon	Gentle.	source1
M	Stillman	English	Quiet.	source1
M	Stillmann	English	Quiet.	source1
M	Stilwell	Anglo-Saxon	From the tranquil stream.	source1
M	Stirling	English	Of high quality, pure. Also variant of a name given pre-medieval refiners of silver meaning 'easterner'.	source1
M	Stirling	German	Of high quality; pure. Also variant of a name given pre-medieval refiners of silver meaning 'easterner'. Surname.	source1
M	Stirling	Scottish	Scottish place name and surname.  Famous Bearer:  race car driver Stirling Moss.	source1
M	Stjepan	Old Greek	the crowned	source2
M	Stoc	English	From the tree stump.	source1
M	Stock	English	From the tree stump.	source1
M	Stockley	English	From the tree stump meadow.	source1
M	Stockwell	English	From the tree stump spring.	source1
M	Stocleah	English	From the tree stump meadow.	source1
M	Stocwiella	English	From the tree stump spring.	source1
M	Stoddard	English	Keeper of horses.	source1
M	Stodd	English	Horse.	source1
M	Stod	English	Horse.	source1
M	Stoffel	Greek	Christ bearer.	source1
M	Stoke	English	From the village.	source1
M	Stok	English	From the tree stump.	source1
M	Stone	English	stone	source2
M	Stoner	English	Stone.	source1
M	Stoney	English	Nickname based on the word 'stone.' Stone.	source1
M	Storm	Anglo-Saxon	Storm.	source1
M	Storme	English	Tempest.	source1
M	Storm	English	storm	source2
M	Storm	English	Tempest.	source1
M	Storm	Teutonic	Storm -  bad weather. Surname.	source1
M	Stowe	English	Place.	source1
M	Stoyan	Bulgarian	Words: stand, stay	source2
M	Strahan	Irish	Poet.	source1
M	Strang	Anglo-Saxon	Strong.	source1
M	Strang	English	Powerful.	source1
M	Stratford	English	From the river ford on the street.	source1
M	Strato	Shakespearean	'The Tragedy of Julius Caesar' A servant to Brutus.	source1
M	Strod	English	From the thicket.	source1
M	Strong	English	Powerful.	source1
M	Stroud	English	From the thicket.	source1
M	Struan	Old Irish	Words: stream, river	source2
M	Struan	Scottish	Stream.	source1
M	Struthers	Irish	From the stream.	source1
M	Stuart	Anglo-Saxon	Steward.	source1
M	Stuart	English	Bailiff.	source1
M	Stuart	Old English	guardian of the home	source2
M	Stuart	Scottish	Steward.  Stuart and Stewart are clan names of the royal house of Scotland; Stuart is the family name of many kings of England. Surname.	source1
M	Stu	Scottish	Diminutive of Stuart: Steward.	source1
M	Sty]es	English	Stiles.	source1
M	Styr	Norse	A supporter of Sumarlidi son of Killer Hrapp.	source1
M	Suah	Biblical	Speaking, entreating, ditch.	source1
M	Subhaan	Muslim	Variant of Subhan: Holy. Glorifying..	source1
M	Subhan	Muslim	Holy. Glorifying..	source1
M	Subhy	Muslim	Early morning..	source1
M	Succoth	Biblical	Tents, tabernacles.	source1
M	Sucki	NativeAmerican	Black (Algonquin).	source1
M	Sud	Biblical	My secret.	source1
M	Sudi	Egyptian	Lueky.	source1
M	Suffield	English	From the south field.	source1
M	Suffolk	Shakespearean	'Henry VI, Part 1' and  'Henry VI, Part 2' and 'King Henry the Eighth' Duke of Suffolk, a prisoner in Henry VI, II.	source1
M	Sufi	Muslim	Islamic mystic..	source1
M	Sufyan	Arabic	 	source2
M	Sugn	Celtic	Mythical son of Sugnedudd.	source1
M	Sugyn	Welsh	Legendary son of Sugynedydd.	source1
M	Suhail	Muslim	Canopus. Name of a star..	source1
M	Suhayb	Muslim	Of reddish hair or complexion..	source1
M	Suib	Arabic	 	source2
M	Suidhne	Irish	Little hero.	source1
M	Suileabhan	Irish	Black eyed.	source1
M	Sulaimaan	Muslim	Variant of Sulayman: The Biblical Solomon is the English language equivalent. A Prophet's name..	source1
M	Sulaiman	Arabic	Arabic form of Solomon.	source1
M	Sulaiman	Muslim	Variant of Sulayman: The Biblical Solomon is the English language equivalent. A Prophet's name..	source1
M	Sulayman	Hebrew	the peaceful	source2
M	Sulayman	Muslim	The Biblical Solomon is the English language equivalent. A Prophet's name..	source1
M	Suleiman	Hebrew	the peaceful	source2
M	Süleyman	Hebrew	the peaceful	source2
M	SulliMn	Irish	Black eyed.	source1
M	Sullivan	Irish	Dark eyes. Surname.	source1
M	Sullivan	Old Irish	 	source2
M	Sully	English	From the south meadow.	source1
M	Sullyvan	Old Irish	 	source2
M	Sultaan	Muslim	Variant of Sultan: Sovereign. Monarch[See Muslim Names in Help file for usage guidelines].	source1
M	Sultan	Muslim	Sovereign. Monarch[See Muslim Names in Help file for usage guidelines].	source1
M	Sulung	Malay	first, eldest	source2
M	Sulya	Hindi	God of the sun.	source1
M	Sulyen	Welsh	Legendary son of Iaen.	source1
M	Sumarville	French	From the summer estate.	source1
M	Sumernor	English	Summoner.	source1
M	Sumerton	English	From the summer estate.	source1
M	Sumertun	English	From the summer estate.	source1
M	Sumner	English	Summoner.	source1
M	Sumner	French	A summoner.	source1
M	Sun	Irish	From the town by the river Boyn.	source1
M	Sunreet	Indian	Pure.	source1
M	Sunukkuhkau	NativeAmerican	He crushes (Algonquin).	source1
M	Suoud	Muslim	Good luck..	source1
M	Sur	Biblical	That withdraws or departs, rebellion.	source1
M	Suresh	Sanskrit	ruler of the gods	source2
M	Surrey	Shakespearean	'King Henry IV, Part 2' Earl of Surrey, one of the King's party. 'King Henry the Eighth' Earl of Surrey. 'King Richard The Second' Duke of Surrey. 'King Richard III' Earl of Surrey, son to the Duke of Norfolk.	source1
